1,3,0
2,2,1
3,2,1
4,0,3
5,2,1
6,0,3
7,2,1
8,2,1
9,0,3
10,0,3
11,0,3
12,0,3
13,2,1
14,3,0
15,3,0
16,2,1
17,2,1
18,0,3
19,3,0
20,0,3
21,2,1
22,2,1
23,3,0
24,2,1
25,3,0
26,0,3
27,2,1
28,2,1
29,2,1
30,2,1
31,2,1
32,3,0
33,3,0
34,3,0
35,3,0
36,2,1
37,2,1
38,2,1
39,2,1
40,0,3
41,0,3
42,0,3
43,3,0
44,2,1
45,2,1
46,0,3
47,0,3
48,0,3
49,2,1
50,3,0
51,2,1
52,2,1
53,2,1
54,3,0
55,0,3
56,0,3
57,0,3
58,3,0
59,2,1
60,0,3
61,0,3
62,3,0
63,0,3
64,2,1
65,2,1
66,2,1
67,3,0
68,0,3
69,3,0
70,3,0
71,2,1
72,1,2
73,2,1
74,2,1
75,3,0
76,3,0
77,3,0
78,0,3
79,0,3
80,2,1
81,2,1
82,3,0
83,3,0
84,3,0
85,2,1
86,3,0
87,2,1
88,2,1
89,0,3
90,3,0
91,3,0
92,2,1
93,2,1
94,2,1
95,0,3
96,3,0
97,0,3
98,3,0
99,2,1
100,3,0
101,3,0
102,2,1
103,2,1
104,2,1
105,3,0
106,2,1
107,3,0
108,0,3
109,0,3
110,2,1
111,3,0
112,0,3
113,2,1
114,2,1
115,3,0
116,2,1
117,0,3
118,0,3
119,0,3
120,0,3
121,2,1
122,2,1
123,3,0
124,1,2
125,3,0
126,2,1
127,0,3
128,1,2
129,1,2
130,2,1
131,2,1
132,2,1
133,0,3
134,3,0
135,3,0
136,2,1
137,2,1
138,3,0
139,3,0
140,2,1
141,0,3
142,2,1
143,0,3
144,0,3
145,0,3
146,3,0
147,0,3
148,3,0
149,3,0
150,2,1
151,3,0
152,2,1
153,2,1
154,2,1
155,2,1
156,2,1
157,3,0
158,3,0
159,0,3
160,0,3
161,2,1
162,3,0
163,3,0
164,2,1
165,2,1
166,3,0
167,2,1
168,0,3
169,2,1
170,3,0
171,3,0
172,3,0
173,0,3
174,0,3
175,2,1
176,0,3
177,2,1
178,0,3
179,2,1
180,2,1
181,3,0
182,2,1
183,2,1
184,3,0
185,3,0
186,2,1
187,3,0
188,2,1
189,3,0
190,3,0
191,2,1
192,2,1
193,2,1
194,2,1
195,2,1
196,3,0
197,3,0
198,2,1
199,0,3
200,2,1
201,2,1
202,2,1
203,2,1
204,0,3
205,2,1
206,2,1
207,2,1
208,0,3
209,2,1
210,2,1
211,0,3
212,2,1
213,0,3
214,2,1
215,3,0
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0
224,3,0
225,2,1
226,3,0
227,0,3
228,0,3
229,3,0
230,3,0
231,2,1
232,2,1
233,0,3
234,0,3
235,3,0
236,3,0
237,3,0
238,3,0
239,2,1
240,3,0
241,2,1
242,2,1
243,3,0
244,3,0
245,2,1
246,2,1
247,2,1
248,3,0
249,3,0
250,2,1
251,3,0
252,2,1
253,3,0
254,3,0
255,3,0
256,3,0
257,3,0
258,0,3
259,3,0
260,2,1
261,3,0
262,3,0
263,2,1
264,3,0
265,3,0
266,3,0
267,1,2
268,3,0
269,3,0
270,2,1
271,3,0
272,2,1
273,2,1
274,3,0
275,3,0
276,0,3
277,3,0
278,3,0
279,0,3
280,3,0
281,3,0
282,2,1
283,0,3
284,3,0
285,0,3
286,2,1
287,2,1
288,0,3
289,3,0
290,2,1
291,2,1
292,0,3
293,0,3
294,2,1
295,3,0
296,3,0
297,3,0
298,3,0
299,2,1
300,2,1
301,3,0
302,0,3
303,3,0
304,3,0
305,2,1
306,3,0
307,3,0
308,3,0
309,2,1
310,0,3
311,3,0
312,3,0
313,3,0
314,3,0
315,3,0
316,3,0
317,1,2
318,3,0
319,1,2
320,0,3
321,2,1
322,3,0
323,3,0
324,3,0
325,2,1
326,3,0
327,0,3
328,2,1
329,3,0
330,3,0
331,3,0
332,1,2
333,1,2
334,2,1
335,2,1
336,2,1
337,0,3
338,2,1
339,3,0
340,3,0
341,3,0
342,0,3
343,0,3
344,0,3
345,2,1
346,0,3
347,2,1
348,0,3
349,0,3
350,2,1
351,0,3
352,2,1
353,3,0
354,0,3
355,0,3
356,3,0
357,3,0
358,3,0
359,2,1
360,3,0
361,3,0
362,2,1
363,3,0
364,3,0
365,3,0
366,3,0
367,0,3
368,2,1
369,2,1
370,3,0
371,3,0
372,3,0
373,3,0
374,3,0
375,2,1
376,2,1
377,3,0
378,2,1
379,2,1
380,3,0
381,0,3
382,2,1
383,0,3
384,0,3
385,0,3
386,0,3
387,2,1
388,3,0
389,3,0
390,3,0
391,3,0
392,2,1
393,2,1
394,0,3
395,0,3
396,2,1
397,3,0
398,2,1
399,0,3
400,2,1
401,2,1
402,3,0
403,2,1
404,3,0
405,0,3
406,0,3
407,2,1
408,2,1
409,2,1
410,3,0
411,2,1
412,3,0
413,2,1
414,0,3
415,0,3
416,2,1
417,3,0
418,3,0
419,3,0
420,3,0
421,3,0
422,3,0
423,3,0
424,3,0
425,2,1
426,0,3
427,3,0
428,3,0
429,3,0
430,3,0
431,3,0
432,3,0
433,2,1
434,2,1
435,3,0
436,2,1
437,3,0
438,2,1
439,3,0
440,3,0
441,3,0
442,3,0
443,2,1
444,3,0
445,3,0
446,3,0
447,3,0
448,3,0
449,2,1
450,0,3
451,0,3
452,3,0
453,2,1
454,3,0
455,0,3
456,0,3
457,0,3
458,0,3
459,0,3
460,2,1
461,2,1
462,3,0
463,3,0
464,3,0
465,3,0
466,3,0
467,3,0
468,0,3
469,2,1
470,0,3
471,3,0
472,2,1
473,2,1
474,0,3
475,3,0
476,0,3
477,0,3
478,0,3
479,0,3
480,3,0
481,3,0
482,2,1
483,2,1
484,3,0
485,3,0
486,3,0
487,3,0
488,3,0
489,3,0
490,3,0
491,3,0
492,3,0
493,3,0
494,3,0
495,3,0
496,3,0
497,3,0
498,3,0
499,3,0
500,3,0
501,3,0
502,3,0
503,3,0
504,3,0
505,3,0
506,3,0
507,0,3
508,2,1
509,2,1
510,3,0
511,1,2
512,2,1
513,3,0
514,3,0
515,3,0
516,2,1
517,0,3
518,2,1
519,3,0
520,2,1
521,0,3
522,2,1
523,2,1
524,3,0
525,2,1
526,2,1
527,3,0
528,2,1
529,2,1
530,3,0
531,2,1
532,2,1
533,3,0
534,3,0
535,2,1
536,2,1
537,2,1
538,2,1
539,2,1
540,3,0
541,3,0
542,3,0
543,2,1
544,0,3
545,3,0
546,2,1
547,3,0
548,2,1
549,3,0
550,3,0
551,3,0
552,3,0
553,3,0
554,3,0
555,3,0
556,3,0
557,3,0
558,3,0
559,2,1
560,3,0
561,3,0
562,0,3
563,3,0
564,3,0
565,3,0
566,3,0
567,0,3
568,2,1
569,3,0
570,3,0
571,0,3
572,0,3
573,2,1
574,3,0
575,2,1
576,3,0
577,0,3
578,3,0
579,0,3
580,2,1
581,3,0
582,2,1
583,0,3
584,2,1
585,2,1
586,3,0
587,3,0
588,3,0
589,3,0
590,3,0
591,3,0
592,3,0
593,3,0
594,0,3
595,0,3
596,2,1
597,0,3
598,3,0
599,2,1
600,0,3
601,2,1
602,1,2
603,0,3
604,2,1
605,3,0
606,2,1
607,3,0
608,3,0
609,3,0
610,3,0
611,3,0
612,2,1
613,3,0
614,0,3
615,2,1
616,2,1
617,1,2
618,3,0
619,3,0
620,3,0
621,1,2
622,3,0
623,0,3
624,1,2
625,2,1
626,3,0
627,3,0
628,3,0
629,3,0
630,0,3
631,0,3
632,2,1
633,0,3
634,2,1
635,0,3
636,3,0
637,2,1
638,2,1
639,3,0
640,3,0
